epoch,train_loss
0,0.34887515466346875
1,0.34887515466346875
2,0.34887515466346875
3,0.34887515466346875
4,0.34887515466346875
5,0.34887515466346875
6,0.34887515466346875
7,0.34887515466346875
8,0.34887515466346875
9,0.34887515466346875
10,0.34887515466346875
11,0.34887515466346875
12,0.34887515466346875
13,0.34887515466346875
14,0.34887515466346875
15,0.34887515466346875
16,0.34887515466346875
17,0.34887515466346875
18,0.34887515466346875
19,0.34887515466346875
20,0.34887515466346875
21,0.34887515466346875
22,0.34887515466346875
23,0.34887515466346875
24,0.34887515466346875
25,0.34887515466346875
26,0.34887515466346875
27,0.34887515466346875
28,0.34887515466346875
29,0.34887515466346875
30,0.34887515466346875
31,0.34887515466346875
32,0.34887515466346875
33,0.34887515466346875
34,0.34887515466346875
35,0.34887515466346875
36,0.34887515466346875
37,0.34887515466346875
38,0.34887515466346875
39,0.34887515466346875
40,0.34887515466346875
41,0.34887515466346875
42,0.34887515466346875
43,0.34887515466346875
44,0.34887515466346875
45,0.34887515466346875
46,0.34887515466346875
47,0.34887515466346875
48,0.34887515466346875
49,0.34887515466346875
50,0.34887515466346875
51,0.34887515466346875
52,0.34887515466346875
53,0.34887515466346875
54,0.34887515466346875
55,0.34887515466346875
56,0.34887515466346875
57,0.34887515466346875
58,0.34887515466346875
59,0.34887515466346875
60,0.34887515466346875
61,0.34887515466346875
62,0.34887515466346875
63,0.34887515466346875
64,0.34887515466346875
65,0.34887515466346875
66,0.34887515466346875
67,0.34887515466346875
68,0.34887515466346875
69,0.34887515466346875
70,0.34887515466346875
71,0.34887515466346875
72,0.34887515466346875
73,0.34887515466346875
74,0.34887515466346875
75,0.34887515466346875
76,0.34887515466346875
77,0.34887515466346875
78,0.34887515466346875
79,0.34887515466346875
80,0.34887515466346875
81,0.34887515466346875
82,0.34887515466346875
83,0.34887515466346875
84,0.34887515466346875
85,0.34887515466346875
86,0.34887515466346875
87,0.34887515466346875
88,0.34887515466346875
89,0.34887515466346875
90,0.34887515466346875
91,0.34887515466346875
92,0.34887515466346875
93,0.34887515466346875
94,0.34887515466346875
95,0.34887515466346875
96,0.34887515466346875
97,0.34887515466346875
98,0.34887515466346875
99,0.34887515466346875
100,0.34887515466346875
101,0.34887515466346875
102,0.34887515466346875
103,0.34887515466346875
104,0.34887515466346875
105,0.34887515466346875
106,0.34887515466346875
107,0.34887515466346875
108,0.34887515466346875
109,0.34887515466346875
110,0.34887515466346875
111,0.34887515466346875
112,0.34887515466346875
113,0.34887515466346875
114,0.34887515466346875
115,0.34887515466346875
116,0.34887515466346875
117,0.34887515466346875
118,0.34887515466346875
119,0.34887515466346875
120,0.34887515466346875
121,0.34887515466346875
122,0.34887515466346875
123,0.34887515466346875
124,0.34887515466346875
125,0.34887515466346875
126,0.34887515466346875
127,0.34887515466346875
128,0.34887515466346875
129,0.34887515466346875
130,0.34887515466346875
131,0.34887515466346875
132,0.34887515466346875
133,0.34887515466346875
134,0.34887515466346875
135,0.34887515466346875
136,0.34887515466346875
137,0.34887515466346875
138,0.34887515466346875
139,0.34887515466346875
140,0.34887515466346875
141,0.34887515466346875
142,0.34887515466346875
143,0.34887515466346875
144,0.34887515466346875
145,0.34887515466346875
146,0.34887515466346875
147,0.34887515466346875
148,0.34887515466346875
149,0.34887515466346875
150,0.34887515466346875
151,0.34887515466346875
152,0.34887515466346875
153,0.34887515466346875
154,0.34887515466346875
155,0.34887515466346875
156,0.34887515466346875
157,0.34887515466346875
158,0.34887515466346875
159,0.34887515466346875
160,0.34887515466346875
161,0.34887515466346875
162,0.34887515466346875
163,0.34887515466346875
164,0.34887515466346875
165,0.34887515466346875
166,0.34887515466346875
